Age,Experience,Salary,Performance_Score,Work_Life_Balance,Department,Education_Level,Gender,Marital_Status,Job_Role
37,12,56611,3,1,Sales,Master,Male,Married,Executive
26,3,57744,3,3,Finance,PhD,Male,Single,Clerk
25,2,30000,2,3,Sales,High School,Male,Single,Manager
24,0,30000,3,2,Marketing,Bachelor,Male,Divorced,Executive
39,14,61492,2,3,HR,Master,Male,Married,Manager
43,20,79294,3,3,Finance,Master,Male,Married,Analyst
47,22,81593,4,3,Engineering,Bachelor,Male,Divorced,Engineer
40,17,51220,3,1,Marketing,Bachelor,Female,Married,Analyst
43,21,58021,3,2,HR,Bachelor,Male,Married,Clerk
30,4,30000,3,4,HR,High School,Male,Married,Clerk
26,1,34863,2,5,Sales,Master,Male,Married,Executive
40,16,46043,3,2,Finance,High School,Female,Widowed,Clerk
37,15,47542,4,3,HR,Bachelor,Male,Married,Clerk
35,11,44810,2,5,Finance,Bachelor,Female,Married,Analyst
37,11,48214,5,2,HR,Bachelor,Female,Married,Manager
37,14,62353,4,4,Engineering,Bachelor,Male,Married,Engineer
43,19,59976,4,5,Finance,Bachelor,Female,Divorced,Clerk
44,22,54999,2,2,HR,Bachelor,Female,Married,Clerk
38,13,59450,3,1,Finance,Bachelor,Male,Married,Analyst
40,19,74304,4,5,Engineering,Bachelor,Male,Married,Engineer
38,14,64775,2,3,Marketing,Master,Female,Married,Analyst
31,10,65027,3,1,Sales,PhD,Female,Married,Manager
40,14,48285,4,3,Finance,Bachelor,Male,Married,Analyst
25,1,42627,5,2,Engineering,Master,Male,Single,Engineer
42,18,69640,3,5,Engineering,Bachelor,Male,Widowed,Engineer
26,1,31268,3,2,HR,Bachelor,Female,Single,Clerk
37,14,80369,3,3,Finance,PhD,Female,Married,Manager
29,7,34597,2,4,Sales,Bachelor,Male,Single,Executive
38,16,33668,3,4,HR,High School,Female,Widowed,Clerk
34,12,55350,4,5,Marketing,PhD,Male,Single,Analyst
23,0,49325,4,3,Marketing,Master,Female,Single,Analyst
37,14,61429,5,5,Engineering,Bachelor,Male,Married,Engineer
30,9,89141,3,3,Engineering,PhD,Female,Married,Engineer
41,19,68206,3,4,Engineering,Bachelor,Female,Divorced,Engineer
35,14,57138,4,3,Sales,Bachelor,Female,Married,Executive
37,14,46712,4,5,Sales,Bachelor,Male,Widowed,Executive
28,2,38118,4,3,HR,Bachelor,Female,Single,Clerk
30,7,47841,3,1,Marketing,Bachelor,Female,Single,Executive
31,6,34759,5,2,Engineering,High School,Female,Single,Engineer
40,18,45500,3,4,HR,High School,Male,Married,Clerk
46,20,76325,5,4,Finance,Bachelor,Female,Married,Clerk
29,4,30000,4,3,Sales,Bachelor,Male,Married,Manager
42,20,39948,3,3,Marketing,High School,Male,Married,Executive
22,0,30000,5,4,Marketing,PhD,Male,Single,Analyst
26,3,30000,3,2,Marketing,Bachelor,Male,Single,Analyst
28,4,30000,5,2,HR,High School,Male,Married,Manager
25,1,38779,4,4,Engineering,Bachelor,Male,Single,Engineer
23,0,30000,4,1,Marketing,Master,Male,Single,Manager
37,14,70796,2,3,Engineering,Bachelor,Female,Married,Engineer
33,12,36595,2,2,Marketing,High School,Male,Single,Executive
37,16,44897,5,4,Sales,High School,Female,Widowed,Executive
39,14,61762,3,1,Finance,Bachelor,Female,Married,Clerk
36,12,54246,4,2,Finance,Bachelor,Female,Married,Clerk
39,15,46242,4,1,HR,Bachelor,Female,Married,Clerk
34,11,55959,4,3,Finance,Master,Male,Married,Clerk
26,3,42886,4,2,Finance,Bachelor,Female,Married,Analyst
42,17,61400,2,2,HR,Master,Female,Married,Clerk
30,4,40061,3,3,HR,Master,Female,Married,Clerk
28,2,39565,4,2,Finance,Master,Female,Married,Clerk
33,7,81902,4,2,Engineering,PhD,Male,Married,Engineer
28,4,34659,4,3,HR,Master,Male,Married,Clerk
32,11,52855,3,5,Finance,Bachelor,Female,Single,Manager
37,11,49693,5,3,Finance,Bachelor,Female,Divorced,Clerk
37,15,61685,4,4,Finance,Bachelor,Male,Divorced,Clerk
28,3,31757,3,5,Marketing,Master,Female,Married,Analyst
31,5,33964,4,2,HR,Bachelor,Female,Married,Clerk
42,20,66054,4,3,Engineering,High School,Male,Married,Engineer
38,12,38698,4,3,Sales,High School,Female,Divorced,Executive
49,28,85652,4,3,Finance,Master,Male,Divorced,Clerk
43,22,78246,2,3,Finance,Master,Female,Married,Clerk
43,17,55652,3,3,HR,Bachelor,Female,Married,Clerk
25,3,37560,3,4,Finance,Bachelor,Female,Single,Analyst
40,15,48403,3,4,Sales,Bachelor,Male,Divorced,Executive
34,12,41246,2,2,Marketing,High School,Male,Single,Analyst
31,6,51423,3,2,Finance,Bachelor,Female,Married,Analyst
36,10,43016,4,2,Finance,Bachelor,Male,Married,Analyst
41,16,100395,3,2,Engineering,PhD,Female,Married,Engineer
38,15,50778,4,3,Sales,Bachelor,Male,Married,Executive
28,4,50265,3,3,Engineering,Bachelor,Male,Divorced,Engineer
40,16,82833,3,5,Engineering,Master,Male,Married,Engineer
30,9,41906,3,2,Marketing,Bachelor,Female,Single,Executive
36,13,63400,4,2,Engineering,Bachelor,Male,Married,Engineer
32,8,52999,3,4,Sales,Bachelor,Male,Single,Executive
33,7,46836,3,3,HR,Master,Female,Single,Clerk
40,15,56135,3,3,Finance,Bachelor,Male,Married,Analyst
27,2,41093,3,3,Engineering,Bachelor,Male,Single,Engineer
48,26,101696,4,2,Marketing,PhD,Female,Married,Executive
22,0,30000,4,4,Marketing,Master,Male,Single,Manager
30,5,50505,3,3,Engineering,Bachelor,Male,Married,Engineer
37,11,73782,2,1,Engineering,Master,Male,Married,Engineer
39,14,56012,3,2,Sales,Master,Male,Married,Executive
34,12,60104,4,4,Finance,PhD,Male,Married,Manager
34,10,59920,1,3,Finance,PhD,Female,Single,Manager
37,16,47567,4,4,HR,Bachelor,Male,Married,Clerk
33,11,66345,4,3,Engineering,Bachelor,Male,Single,Engineer
44,18,41612,2,3,Marketing,High School,Female,Divorced,Analyst
40,16,75829,4,2,Engineering,Bachelor,Male,Married,Engineer
41,17,70839,3,4,Finance,Master,Male,Married,Analyst
28,4,35048,2,3,Marketing,Master,Female,Married,Analyst
34,11,38102,3,3,Marketing,Bachelor,Male,Married,Executive
32,9,50527,3,3,Engineering,Bachelor,Male,Married,Engineer
27,3,35203,4,3,Sales,Bachelor,Female,Single,Executive
37,11,41644,4,1,HR,Bachelor,Female,Divorced,Clerk
31,6,49842,5,3,Finance,Master,Male,Married,Analyst
39,13,53313,3,3,Finance,Bachelor,Female,Married,Manager
27,4,31559,2,1,Marketing,High School,Female,Married,Analyst
47,25,84587,3,4,Finance,Bachelor,Female,Married,Clerk
28,5,32120,4,4,Marketing,Bachelor,Female,Married,Analyst
36,11,68339,3,2,Sales,PhD,Female,Married,Executive
40,19,68111,3,2,Engineering,Bachelor,Male,Widowed,Engineer
31,8,50312,3,3,Sales,Master,Male,Married,Manager
40,14,49425,3,2,Sales,Bachelor,Male,Divorced,Executive
26,0,32316,2,4,Engineering,High School,Male,Single,Engineer
45,21,65891,2,3,Sales,Bachelor,Male,Married,Manager
35,11,43687,3,5,HR,Master,Male,Married,Clerk
30,6,36040,3,3,Marketing,Bachelor,Female,Single,Analyst
32,11,49626,3,2,Finance,Bachelor,Male,Single,Manager
40,15,38371,4,3,HR,High School,Female,Married,Clerk
30,8,63702,3,3,Engineering,Bachelor,Male,Single,Engineer
29,3,30000,2,4,Marketing,High School,Female,Married,Manager
33,7,47900,4,4,Finance,Bachelor,Female,Single,Clerk
26,1,51819,3,3,Engineering,Bachelor,Female,Married,Engineer
47,26,49225,4,2,Marketing,High School,Female,Married,Executive
31,7,36287,3,3,Finance,High School,Female,Married,Analyst
40,15,46809,2,2,Finance,High School,Female,Married,Clerk
36,14,66778,1,2,Sales,PhD,Male,Divorced,Executive
28,4,50564,4,3,Engineering,Bachelor,Male,Single,Engineer
34,12,70769,3,1,Finance,Master,Male,Single,Manager
40,17,49551,3,4,Marketing,Bachelor,Male,Married,Analyst
33,11,70280,3,2,Engineering,Master,Male,Single,Engineer
43,19,44788,2,3,HR,Bachelor,Male,Married,Clerk
42,19,70135,3,3,Finance,Bachelor,Male,Married,Analyst
41,17,71792,3,4,Sales,Master,Male,Married,Executive
31,5,43191,4,4,Finance,Master,Male,Single,Analyst
27,3,34528,2,4,Marketing,Master,Male,Single,Executive
30,7,60077,4,3,Engineering,Master,Male,Single,Engineer
36,14,51714,3,4,HR,Bachelor,Female,Divorced,Manager
38,12,52403,2,1,Finance,Bachelor,Male,Married,Analyst
22,1,35484,5,3,Finance,Bachelor,Female,Single,Manager
34,13,57295,4,5,Marketing,Master,Male,Married,Manager
36,15,56395,3,5,Marketing,Bachelor,Female,Married,Analyst
33,12,60897,3,1,Finance,Master,Male,Single,Analyst
44,19,57821,4,3,Sales,Bachelor,Female,Divorced,Manager
37,16,65859,5,3,Finance,Bachelor,Male,Married,Clerk
44,21,74049,4,4,Finance,Bachelor,Female,Divorced,Clerk
33,12,40639,4,4,Marketing,Bachelor,Male,Married,Analyst
41,17,49430,3,1,HR,Master,Female,Married,Manager
46,25,64090,5,4,Marketing,Bachelor,Male,Married,Manager
44,22,103324,3,2,Engineering,Master,Male,Married,Engineer
27,4,40581,2,5,HR,Master,Female,Married,Manager
33,10,37745,5,5,HR,Bachelor,Female,Single,Clerk
32,6,75378,2,2,Engineering,Master,Male,Single,Engineer
38,13,48572,3,3,Finance,Bachelor,Male,Married,Clerk
39,15,45681,3,2,Sales,Bachelor,Male,Married,Executive
29,6,49249,4,2,Finance,Bachelor,Female,Married,Analyst
35,13,47398,3,4,Sales,Bachelor,Male,Divorced,Executive
22,1,43992,3,2,Finance,Bachelor,Female,Single,Analyst
45,22,66692,1,3,HR,Master,Male,Divorced,Clerk
31,9,37403,3,5,HR,Bachelor,Female,Married,Clerk
35,14,50809,4,1,Marketing,Bachelor,Female,Married,Executive
32,7,49252,3,3,Finance,Bachelor,Male,Married,Analyst
43,20,53810,3,3,Marketing,High School,Female,Married,Analyst
22,0,53523,3,4,Engineering,Master,Male,Single,Engineer
34,12,57623,3,4,HR,Master,Male,Single,Manager
34,8,50836,3,3,Engineering,Bachelor,Female,Married,Engineer
31,7,59788,2,4,Finance,Master,Male,Single,Clerk
47,22,62821,3,5,Marketing,Bachelor,Female,Married,Executive
28,4,31438,3,4,Marketing,Bachelor,Female,Married,Analyst
40,17,63208,5,3,Engineering,Bachelor,Male,Married,Engineer
37,13,44985,4,3,Sales,Bachelor,Male,Divorced,Executive
43,22,72500,3,3,Sales,Master,Female,Married,Executive
30,5,32875,2,4,HR,Bachelor,Male,Married,Manager
29,5,45352,3,3,Finance,Bachelor,Male,Married,Analyst
42,21,66234,5,2,Sales,Bachelor,Female,Married,Executive
37,15,53894,3,3,Finance,High School,Male,Married,Analyst
24,0,41771,2,4,Engineering,Bachelor,Female,Single,Engineer
31,6,30147,5,3,Marketing,Bachelor,Male,Married,Executive
37,16,59394,3,4,Sales,Master,Male,Married,Executive
40,16,82452,3,3,Engineering,Master,Male,Married,Engineer
30,8,52088,3,2,Finance,Bachelor,Male,Married,Analyst
22,0,43702,3,2,Finance,Master,Male,Single,Analyst
38,17,39295,1,3,Marketing,High School,Male,Divorced,Executive
26,2,35661,4,2,Engineering,Bachelor,Male,Single,Engineer
22,0,30000,3,5,Finance,Bachelor,Male,Divorced,Clerk
22,0,30000,4,2,Marketing,High School,Male,Single,Analyst
40,19,76430,5,3,Finance,Master,Male,Married,Clerk
35,14,42579,4,1,Sales,High School,Female,Widowed,Executive
33,12,53437,4,2,HR,Master,Male,Married,Clerk
44,23,68336,5,2,Finance,Bachelor,Female,Married,Clerk
39,15,40007,3,4,Marketing,High School,Male,Married,Analyst
46,21,65961,3,3,Sales,Master,Male,Divorced,Executive
25,3,34178,5,1,Finance,Bachelor,Male,Single,Clerk
34,9,42802,2,3,Marketing,Bachelor,Male,Single,Analyst
23,2,48673,3,3,Finance,Bachelor,Female,Single,Clerk
33,7,35898,3,3,Marketing,High School,Male,Married,Analyst
33,9,44348,4,1,Sales,Master,Male,Single,Executive
39,13,69838,5,5,Engineering,Bachelor,Male,Married,Engineer
35,11,36006,3,2,Marketing,High School,Male,Married,Analyst
39,18,76581,3,4,Finance,Master,Female,Married,Analyst
39,15,71787,3,2,Finance,Bachelor,Female,Married,Clerk
50,29,67519,4,3,Marketing,Bachelor,Male,Married,Executive
32,7,43139,2,3,Sales,Bachelor,Male,Married,Manager
28,5,37207,3,3,HR,Bachelor,Female,Married,Manager
36,12,46306,3,3,Engineering,High School,Male,Married,Engineer
29,8,30000,4,1,Marketing,Bachelor,Female,Divorced,Executive
45,19,59112,4,3,Marketing,Master,Male,Married,Analyst
33,12,43361,2,1,Finance,High School,Male,Married,Manager
31,5,54575,4,3,Engineering,Bachelor,Male,Single,Engineer
31,7,43205,1,4,Sales,Bachelor,Female,Married,Executive
40,18,77538,3,3,Engineering,Bachelor,Male,Married,Engineer
33,7,55666,3,3,Finance,Master,Male,Single,Manager
30,9,43304,2,1,Finance,Bachelor,Female,Married,Clerk
46,22,45260,1,3,HR,High School,Male,Married,Clerk
29,8,42883,2,2,Marketing,Bachelor,Male,Married,Executive
35,13,53930,3,1,Engineering,High School,Male,Married,Engineer
39,16,59087,3,2,Marketing,Bachelor,Female,Divorced,Analyst
23,1,30000,2,4,Marketing,High School,Female,Single,Manager
38,13,42013,3,5,HR,Bachelor,Female,Married,Clerk
27,3,34086,3,4,Finance,Bachelor,Female,Single,Clerk
40,18,56336,4,5,Engineering,Bachelor,Male,Married,Engineer
28,5,44627,3,4,Finance,Bachelor,Female,Married,Clerk
39,18,59301,4,2,Engineering,High School,Male,Married,Engineer
42,18,73631,3,3,Finance,Master,Female,Divorced,Manager
41,15,62950,4,4,Engineering,Bachelor,Male,Married,Engineer
36,14,70960,2,3,Finance,Master,Female,Married,Clerk
33,10,58612,3,3,Engineering,Bachelor,Male,Divorced,Engineer
30,8,53701,4,3,HR,Master,Male,Married,Clerk
45,20,57115,3,3,Marketing,Bachelor,Male,Married,Executive
30,6,45204,3,2,Finance,Bachelor,Female,Married,Clerk
27,6,51546,5,3,Finance,Bachelor,Male,Married,Clerk
39,16,57583,5,1,Finance,Bachelor,Male,Married,Clerk
29,7,38331,4,2,Sales,Bachelor,Female,Single,Executive
28,4,40976,3,5,Marketing,Bachelor,Male,Single,Analyst
24,2,30000,4,3,Finance,Bachelor,Male,Single,Clerk
31,7,34497,3,4,Finance,High School,Male,Single,Analyst
34,9,39975,5,4,Marketing,Bachelor,Female,Single,Manager
36,14,60811,4,3,Engineering,Bachelor,Male,Married,Engineer
41,16,49844,2,4,Finance,High School,Female,Married,Analyst
38,12,42891,3,1,Marketing,Bachelor,Male,Married,Manager
33,7,53334,4,4,Engineering,Bachelor,Male,Divorced,Engineer
33,10,36302,4,3,HR,Bachelor,Male,Married,Clerk
38,13,45834,4,5,HR,Bachelor,Female,Widowed,Clerk
43,19,75788,5,4,Finance,Bachelor,Female,Divorced,Clerk
35,12,57285,3,3,Sales,Master,Female,Married,Executive
31,9,43450,2,4,Sales,Bachelor,Female,Married,Executive
28,6,37692,4,3,Marketing,Master,Male,Single,Executive
24,0,32501,2,2,Marketing,Bachelor,Male,Single,Executive
39,18,64488,5,4,Marketing,Master,Female,Divorced,Manager
39,18,67219,4,5,Marketing,Master,Female,Divorced,Manager
39,17,66270,5,1,Finance,Bachelor,Female,Married,Clerk
34,10,57323,3,5,Engineering,Bachelor,Female,Married,Engineer
44,23,66124,1,3,Marketing,Bachelor,Female,Married,Executive
31,6,57760,3,1,Engineering,Bachelor,Female,Single,Engineer
41,19,85783,2,3,Marketing,PhD,Female,Divorced,Manager
34,8,61271,4,4,Marketing,PhD,Male,Married,Executive
30,5,49683,3,3,Finance,Master,Female,Married,Manager
39,15,66369,4,4,Sales,Master,Female,Married,Manager
37,11,64789,3,4,Finance,Master,Female,Married,Analyst
37,12,36764,4,4,HR,Bachelor,Male,Married,Manager
35,14,42877,4,2,HR,Bachelor,Male,Divorced,Clerk
34,13,54286,5,3,Sales,Bachelor,Male,Married,Manager
51,25,68740,2,2,Sales,Bachelor,Female,Married,Executive
43,20,42418,2,3,HR,High School,Male,Married,Clerk
40,18,62519,4,5,Marketing,Bachelor,Male,Married,Manager
35,9,42803,3,2,HR,Bachelor,Female,Married,Clerk
42,18,62399,3,3,Sales,Bachelor,Female,Married,Manager
38,16,57128,5,5,HR,Master,Female,Married,Clerk
35,10,61005,3,4,Engineering,Bachelor,Female,Married,Engineer
32,8,36601,3,1,Finance,High School,Female,Single,Analyst
34,10,43010,2,3,HR,Master,Female,Single,Clerk
22,1,30860,3,5,Marketing,Bachelor,Male,Single,Executive
36,11,50833,4,3,Finance,Bachelor,Male,Divorced,Analyst
31,10,49091,3,3,Finance,Bachelor,Female,Married,Analyst
46,25,79698,4,4,Finance,Bachelor,Male,Married,Manager
35,12,51241,3,3,HR,Master,Female,Married,Clerk
26,5,35957,4,3,Marketing,Bachelor,Male,Married,Analyst
34,12,36931,2,2,Marketing,High School,Male,Single,Executive
27,3,35162,4,4,Marketing,Bachelor,Male,Married,Executive
38,17,68388,5,5,Sales,Master,Female,Married,Executive
37,11,44941,4,5,HR,Bachelor,Male,Divorced,Manager
41,19,81251,3,3,Engineering,Master,Male,Divorced,Engineer
29,4,40393,3,3,Finance,Bachelor,Female,Single,Clerk
35,11,60640,2,3,Finance,Master,Female,Widowed,Analyst
25,0,30000,4,2,HR,Master,Male,Single,Clerk
39,13,48206,2,4,Marketing,Master,Female,Married,Analyst
38,13,44042,4,2,Marketing,Bachelor,Female,Married,Manager
38,12,48320,5,2,HR,Master,Male,Divorced,Clerk
35,13,53134,2,4,Finance,Bachelor,Female,Married,Manager
37,12,64205,3,4,Finance,Master,Male,Married,Manager
46,20,56223,5,3,HR,Bachelor,Male,Married,Clerk
33,8,30000,3,4,HR,High School,Female,Married,Clerk
35,10,38458,3,3,Marketing,Bachelor,Female,Married,Analyst
27,6,34652,4,2,Sales,Bachelor,Male,Single,Executive
28,7,39905,3,5,Sales,Bachelor,Female,Single,Manager
35,14,66482,5,4,Engineering,Bachelor,Male,Married,Engineer
42,16,64894,4,3,Finance,Bachelor,Female,Divorced,Analyst
33,9,51367,2,3,Finance,Master,Female,Married,Analyst
33,11,40301,2,3,Sales,High School,Female,Single,Executive
32,6,31595,5,3,Sales,Bachelor,Male,Married,Executive
31,10,51409,4,4,Marketing,Master,Male,Single,Manager
37,12,48220,1,2,Marketing,Bachelor,Female,Married,Analyst
24,0,31508,2,3,Marketing,Bachelor,Female,Single,Analyst
43,18,85093,1,3,Engineering,Bachelor,Male,Divorced,Engineer
30,5,46919,5,5,Marketing,Bachelor,Male,Single,Manager
40,15,47983,3,3,Finance,High School,Female,Married,Manager
26,3,30000,3,4,Sales,Bachelor,Male,Married,Executive
39,15,107318,5,3,Sales,PhD,Male,Widowed,Manager
39,17,79573,3,1,Engineering,Bachelor,Male,Married,Engineer
37,15,43815,3,4,Marketing,High School,Male,Divorced,Manager
28,7,41433,5,3,HR,Master,Male,Single,Clerk
36,13,53779,2,3,Finance,Bachelor,Male,Married,Clerk
26,0,30000,5,3,Engineering,High School,Female,Single,Engineer
33,7,52634,2,4,Sales,Master,Male,Married,Executive
42,20,43838,3,4,Marketing,High School,Female,Married,Analyst
40,16,69111,3,4,Sales,Master,Female,Married,Manager
35,10,39235,5,2,Marketing,Bachelor,Male,Married,Executive
28,7,54302,3,4,Sales,Master,Male,Single,Executive
39,15,51218,1,3,Marketing,Bachelor,Female,Married,Manager
35,13,61443,3,1,Finance,Bachelor,Male,Married,Analyst
22,0,36501,3,1,HR,Bachelor,Male,Single,Manager
40,19,85380,4,4,Marketing,PhD,Male,Married,Analyst
34,12,85528,3,2,Engineering,Master,Male,Married,Engineer
43,17,59232,4,3,Marketing,Bachelor,Female,Married,Analyst
27,6,55423,4,3,Marketing,PhD,Female,Single,Executive
22,0,40690,3,4,Engineering,Bachelor,Male,Single,Engineer
36,10,40793,3,3,Finance,High School,Female,Divorced,Clerk
37,11,46091,3,4,Engineering,High School,Male,Married,Engineer
23,0,31765,5,5,Marketing,Master,Female,Single,Analyst
28,5,68052,2,4,Engineering,Master,Female,Married,Engineer
54,29,90933,3,2,Engineering,Bachelor,Female,Widowed,Engineer
32,10,58414,4,5,Finance,Master,Male,Married,Clerk
40,16,49748,5,2,Marketing,Bachelor,Female,Divorced,Analyst
30,5,37811,3,3,Marketing,Bachelor,Male,Single,Executive
22,0,43162,4,4,Engineering,High School,Male,Single,Engineer
33,7,42717,2,3,HR,Master,Male,Single,Manager
33,11,31434,3,4,Sales,High School,Female,Married,Executive
32,9,57240,3,5,Engineering,Bachelor,Male,Married,Engineer
34,10,40135,4,5,Sales,Bachelor,Male,Single,Executive
36,14,47056,3,3,HR,Bachelor,Male,Divorced,Manager
33,9,37705,3,5,Marketing,Bachelor,Male,Single,Executive
26,1,32315,2,2,Sales,Bachelor,Male,Single,Executive
38,16,57638,3,3,Sales,Master,Female,Married,Manager
22,0,30000,2,4,Marketing,Bachelor,Male,Single,Manager
22,1,30000,3,5,Sales,Bachelor,Male,Single,Manager
40,18,83511,2,1,Finance,Master,Female,Widowed,Clerk
38,14,47379,3,5,Sales,Bachelor,Female,Widowed,Manager
34,13,62726,3,5,Sales,Master,Female,Married,Executive
25,0,30000,3,5,Marketing,Bachelor,Female,Single,Manager
30,5,40034,2,2,Engineering,High School,Male,Single,Engineer
33,9,39921,3,4,Finance,High School,Female,Married,Manager
23,2,43217,3,3,Sales,Master,Female,Single,Manager
29,3,67701,4,1,Finance,PhD,Female,Single,Analyst
39,16,58666,3,5,Sales,Bachelor,Female,Married,Executive
44,20,64248,3,2,Marketing,Bachelor,Female,Married,Executive
32,7,36587,4,3,Engineering,High School,Female,Single,Engineer
40,18,44257,3,1,Finance,High School,Male,Married,Clerk
22,1,37796,4,3,Marketing,Bachelor,Male,Single,Analyst
39,13,54404,3,3,Engineering,High School,Female,Married,Engineer
29,6,43783,3,5,Engineering,Bachelor,Male,Married,Engineer
37,15,48547,3,5,Marketing,Bachelor,Male,Married,Executive
33,12,57781,5,3,Marketing,Master,Female,Married,Analyst
44,18,53926,2,3,Marketing,Bachelor,Male,Married,Executive
28,4,35155,5,2,HR,Bachelor,Female,Single,Clerk
39,13,41445,3,3,Marketing,Bachelor,Female,Married,Executive
33,9,32945,5,5,Marketing,High School,Male,Married,Manager
33,12,58305,3,2,Sales,Master,Male,Single,Executive
33,7,30000,4,2,HR,High School,Male,Married,Manager
29,6,39086,4,4,Engineering,High School,Female,Married,Engineer
34,8,43651,4,3,Finance,Bachelor,Female,Single,Clerk
34,13,58018,3,3,Finance,Master,Female,Single,Manager
36,14,42163,4,4,Finance,High School,Female,Married,Clerk
35,13,38345,4,2,Marketing,High School,Male,Divorced,Executive
40,14,36901,3,4,Sales,High School,Male,Married,Executive
41,15,63863,4,3,Engineering,Bachelor,Male,Married,Engineer
27,3,30000,2,4,Sales,Bachelor,Female,Married,Executive
41,20,48385,2,3,HR,High School,Male,Married,Manager
26,2,58702,4,2,Engineering,Master,Male,Single,Engineer
39,16,79231,4,3,Finance,Master,Male,Married,Clerk
39,17,74496,3,2,Engineering,Bachelor,Male,Widowed,Engineer
22,0,30000,4,2,HR,Bachelor,Male,Single,Clerk
35,10,41746,4,3,Marketing,Bachelor,Female,Married,Analyst
31,10,46351,3,3,HR,Bachelor,Male,Single,Manager
29,8,40012,3,4,Marketing,Bachelor,Male,Married,Manager
44,19,42854,4,3,Finance,High School,Male,Married,Clerk
30,9,33835,3,3,Sales,Bachelor,Female,Single,Executive
29,7,42317,3,3,Sales,Bachelor,Male,Divorced,Executive
35,12,41041,2,5,Marketing,Bachelor,Male,Married,Analyst
39,16,49038,4,1,HR,Bachelor,Male,Divorced,Clerk
34,10,37083,4,3,Marketing,High School,Female,Single,Analyst
43,21,75704,3,3,Finance,Master,Male,Married,Clerk
38,17,47521,2,3,Finance,High School,Female,Married,Analyst
22,1,32598,4,3,HR,Master,Male,Divorced,Clerk
31,7,39783,3,4,Finance,Bachelor,Female,Single,Manager
31,7,38023,5,4,Marketing,Master,Female,Single,Analyst
38,17,47536,3,3,Marketing,Bachelor,Male,Divorced,Analyst
22,1,31721,1,3,Finance,Master,Female,Divorced,Clerk
52,30,96344,3,3,Engineering,Bachelor,Male,Married,Engineer
38,14,65056,3,3,Engineering,Bachelor,Female,Married,Engineer
36,14,36757,2,2,Marketing,High School,Male,Married,Manager
43,17,45979,5,3,Marketing,Bachelor,Male,Divorced,Executive
51,30,80526,3,3,Sales,Bachelor,Male,Married,Executive
41,16,50886,4,3,Sales,Bachelor,Female,Divorced,Manager
41,16,66833,3,3,Sales,Bachelor,Male,Married,Executive
35,9,42086,3,5,Finance,High School,Female,Married,Clerk
34,13,50945,5,3,Engineering,Bachelor,Male,Married,Engineer
31,7,44338,3,3,Marketing,Bachelor,Female,Married,Manager
29,4,30000,3,3,HR,High School,Female,Married,Clerk
30,6,37114,3,3,HR,Master,Female,Married,Manager
25,0,55847,4,2,Engineering,PhD,Male,Single,Engineer
34,10,60802,5,2,Sales,Master,Male,Married,Executive
23,0,43054,3,3,Finance,Master,Male,Single,Clerk
36,12,50868,4,4,Engineering,High School,Male,Married,Engineer
34,8,62519,3,4,Finance,PhD,Female,Single,Manager
36,14,52929,4,3,Marketing,Bachelor,Female,Divorced,Analyst
31,7,30000,5,2,HR,High School,Female,Single,Clerk
56,34,93111,3,4,HR,Master,Female,Married,Manager
44,22,64665,4,5,Sales,Bachelor,Female,Divorced,Manager
26,5,44877,3,2,Engineering,Bachelor,Male,Single,Engineer
36,10,48952,4,4,Finance,High School,Female,Divorced,Manager
30,8,41904,3,2,HR,Bachelor,Female,Single,Clerk
27,4,34913,4,5,HR,Bachelor,Female,Single,Clerk
25,3,33265,3,3,Marketing,Bachelor,Female,Married,Manager
38,14,47092,3,2,Engineering,High School,Male,Married,Engineer
30,8,46407,4,1,Finance,Bachelor,Female,Married,Clerk
41,17,69873,1,3,Finance,Bachelor,Male,Married,Analyst
41,17,46181,3,3,Marketing,Bachelor,Female,Widowed,Executive
44,21,100364,3,3,Engineering,Master,Male,Divorced,Engineer
29,7,61712,2,3,Engineering,Bachelor,Male,Single,Engineer
38,16,73465,4,3,Sales,Master,Male,Divorced,Executive
39,14,35339,4,4,Marketing,High School,Female,Married,Executive
31,6,39903,2,5,Finance,Bachelor,Female,Married,Clerk
29,8,32303,4,3,Marketing,High School,Male,Married,Manager
46,22,62005,4,3,Marketing,Bachelor,Male,Widowed,Manager
36,13,42490,3,2,Marketing,High School,Female,Married,Analyst
39,14,47494,2,3,Marketing,Bachelor,Male,Married,Manager
29,7,49751,5,4,Finance,Bachelor,Male,Single,Analyst
26,5,30000,3,3,Finance,Bachelor,Female,Single,Analyst
31,8,52871,2,3,Engineering,Bachelor,Male,Single,Engineer
34,8,91110,4,4,Engineering,PhD,Female,Single,Engineer
27,5,37500,4,1,HR,Bachelor,Male,Single,Clerk
34,12,49257,4,4,Marketing,Master,Male,Single,Executive
23,0,40051,5,2,Marketing,Master,Male,Divorced,Executive
27,3,30138,1,2,Finance,Bachelor,Male,Single,Analyst
39,15,70178,4,3,Sales,Master,Male,Married,Executive
39,14,82464,5,4,Finance,PhD,Female,Widowed,Analyst
32,7,36331,3,5,Marketing,Bachelor,Male,Married,Executive
27,5,32408,4,3,HR,Bachelor,Female,Single,Clerk
27,5,51213,3,3,Engineering,Bachelor,Male,Married,Engineer
32,7,66172,3,3,Engineering,Bachelor,Male,Single,Engineer
39,13,61149,4,3,Finance,Bachelor,Female,Married,Analyst
41,16,57916,5,5,Sales,Master,Male,Married,Executive
